NCT_ID,Brief_Title,Official_Title,Start_Date,Year,Status,Phase,Enrollment,Enrollment_Type,Sponsor_Class,Countries,Subspecialty,Retina_Subtype,Modality,AI_Tag,Was_UpRanked,Source_MeSH,Source_Text
NCT05001932,Optimizing Refractive Results and Patient Satisfaction After Cataract Surgery,Optimizing Refractive Results and Patient Satisfaction After Cataract Surgery,2021-08-11,2021,UNKNOWN,,400.0,ESTIMATED,Other,Denmark,Cataract & Lens,Cataract & Lens,Surgical/Interventional,False,False,True,True
NCT05002036,Management of Dry Eye Disease After Cataract Surgery With Topical Hyaluronic Acid and Gingko Biloba,Evaluation of the Clinical Efficacy of Hyaluronic Acid and Gingko Biloba Eyedrops in the Management of Iatrogenic Dry Eye Disease Induced by Cataract Surgery,2021-02-01,2021,COMPLETED,PHASE4,40.0,ACTUAL,Other,Italy,Cornea & Ocular Surface,Cornea & Ocular Surface,Device/Hardware,False,False,True,True
NCT05002374,Vestibular Rehabilitation Incorporated With Optokinetic Stimulation in Peripheral Vestibular Dysfunction Patients,Application of Vestibular Rehabilitation Incorporated With Optokinetic Stimulation in Virtual Reality Environment in Patients With Peripheral Vestibular Dysfunction,2021-10-25,2021,UNKNOWN,,50.0,ESTIMATED,Other,Taiwan,General/Other,General/Other,Other/Unspecified,False,False,False,True
NCT05002998,TEPEZZA® (Teprotumumab-trbw) Post-Marketing Requirement Study,"A Phase 3b/4, Double-masked, Randomized, International, Parallel-assignment, Multicenter Trial in Patients With Thyroid Eye Disease to Evaluate the Safety and Tolerability of Different Dosing Durations of Teprotumumab",2021-09-16,2021,ACTIVE_NOT_RECRUITING,PHASE4,313.0,ACTUAL,Industry,France|Germany|Italy|Spain|United Kingdom|United States,Oculoplastics & Orbit,Oculoplastics & Orbit,Pharmacologic,False,False,True,False
NCT05003128,Changes in Tear Lipid Layer Thickness After Short Exposure to Light Emitting Diode Displays,Changes in Tear Lipid Layer Thickness After Short Exposure to Light Emitting Diode Displays,2020-07-01,2021,COMPLETED,,60.0,ACTUAL,Other,Taiwan,Glaucoma,Glaucoma,Device/Hardware,True,False,True,True
NCT05003245,Compare the Efficacy and Safety of HLX04-O with Ranibizumab in Subjects with WAMD,A Phase 3 Randomized Double-masked Active Controlled Study to Compare the Efficacy and Safety of HLX04-O Administered by Intravitreal Injection with Ranibizumab in Subjects with Wet Age Related Macular Degeneration (wAMD),2021-11-01,2021,COMPLETED,PHASE3,407.0,ACTUAL,Industry,China,Retina,Medical Retina,Pharmacologic,False,False,True,True
NCT05003258,Functional and Anatomical Outcomes of Dexamethasone Intra-vitreal Implant in Patients with Resistant Macular Edema Secondary to Retinal Vein Occlusion After Intravitreal Anti-VEGF Injection,Functional and Anatomical Outcomes of Dexamethasone Intra-vitreal Implant in Patients with Resistant Macular Edema Secondary to Retinal Vein Occlusion After Intravitreal Anti-VEGF Injection,2021-10-07,2021,COMPLETED,,25.0,ACTUAL,Other,Egypt,Retina,Surgical Retina,Surgical/Interventional,False,True,True,True
NCT05004025,Single Arm Trial of Tumor-Treating Fields in Combination With Nivolumab and Ipilimumab in Metastatic Uveal Melanoma,Single Arm Trial of Tumor-Treating Fields in Combination With Nivolumab and Ipilimumab in Metastatic Uveal Melanoma,2022-02-28,2021,COMPLETED,PHASE1,10.0,ACTUAL,Other,United States,Ocular Oncology,Ocular Oncology,Pharmacologic,False,False,True,False
NCT05004493,Biorepository and Registry for Plasma Exchange Patients,Assessment of Changes in Normal and Pathological Immune Factors in Patients Undergoing Plasma Exchange,2021-07-28,2021,RECRUITING,,200.0,ESTIMATED,Other,United States,Neuro-Ophthalmology,Neuro-Ophthalmology,Other/Unspecified,False,False,True,False
NCT05005624,Validation of an Activities-of-daily-living Framework at Different Light Conditions,Validation of an Activities-of-daily-living Framework at Different Combinations of Light Temperature and Light Intensity,2020-07-01,2021,COMPLETED,,60.0,ACTUAL,Other,Greece,Refractive Surgery,Refractive Surgery,Other/Unspecified,False,False,True,False
NCT05005637,The Effectivity of Anti Tuberculosis Therapy in Idiopathic Uveitis with Positive IGRA,Antitubercular Treatment for Uveitis of Undetermined Cause with Positive QuantiFERON-TB Gold Plus: a Randomized Clinical Trial,2021-08-27,2021,COMPLETED,PHASE2,78.0,ACTUAL,Other,Indonesia,Uveitis & Inflammation,Uveitis & Inflammation,Pharmacologic,False,False,True,True
NCT05005806,Fish Oil (Omega 3 ) in Sjogren's Syndrome,Randomised Double-blind Placebo-controlled Clinical Trial of Fish Oil (Omega 3 ) in Sjögren's Syndrome Patients,2021-09-02,2021,COMPLETED,PHASE2/PHASE3,100.0,ACTUAL,Other,Iraq,Cornea & Ocular Surface,Cornea & Ocular Surface,Pharmacologic,False,False,True,False
NCT05005819,Evaluation of [18F]APN-1607 as a PET Biomarker,Evaluation of [18F]APN-1607 as a PET Biomarker for Longitudinal Change in Tau Pathology in Participants With Progressive Supranuclear Palsy,2021-05-25,2021,COMPLETED,PHASE1,12.0,ACTUAL,Other,United States,Neuro-Ophthalmology,Neuro-Ophthalmology,Pharmacologic,False,False,True,False
NCT05005884,Possible Effects of Supplement Therapy With Oral Phenolics on Cluster of Differentiation 163 (CD-163) Biomarker of Patients With Age-related Macular Degeneration,Evaluation of the Possible Effects of Supplement Therapy With Oral Phenolics on Plasma CD-163 Biomarker in Patients With Different Subtypes of Age-related Macular Degeneration; a Double-blind Placebo Controlled Prospective Clinical Study,2021-07-28,2021,UNKNOWN,PHASE1,80.0,ESTIMATED,Other,Iran,Retina,Medical Retina,Pharmacologic,False,False,True,True
NCT05006898,Compound to Control Presbyopia Symptoms,Synergistic Use of Pilocarpine-Brimonidine-Oxymetazoline to Control Presbyopia Symptoms,2020-06-01,2021,COMPLETED,PHASE1,11.0,ACTUAL,Other,Mexico,Refractive Surgery,Refractive Surgery,Other/Unspecified,False,False,True,False
NCT05006911,"Pilocarpine, Brimonidine, Oxymetazoline (PBO) Compound to Control Presbyopia Symptoms","Pilocarpine, Brimonidine, Oxymetazoline Ophthalmic Compound Safety and Efficacy in Patients With Presbyopia",2021-08-14,2021,UNKNOWN,PHASE1,11.0,ESTIMATED,Other,Mexico,Refractive Surgery,Refractive Surgery,Pharmacologic,False,False,True,True
NCT05007262,Tangningtongluo Tablet in the Treatment of Non-proliferative Diabetic Retinopathy,Clinical Study on the Efficacy and Safety of Tangningtongluo Tablet in Treating Non Proliferative Diabetic Retinopathy - The Syndrome of Yin Asthenia Generating Intrinsic Heat and Eye Collateral Stasis,2021-08-31,2021,UNKNOWN,PHASE2,240.0,ACTUAL,Industry,China,Retina,Medical Retina,Pharmacologic,False,False,True,True
NCT05007288,Restorative Eye Treatment and INhance in Upper Eyelid Blepharoplasty Surgery,A Single Center Evaluation of Restorative Eye Treatment and Inhance With Trihex Technology Effects on the Aesthetic Outcomes When Used Pre and Post Upper Blepharoplasty,2020-05-01,2021,COMPLETED,,13.0,ACTUAL,Other,United States,Oculoplastics & Orbit,Oculoplastics & Orbit,Surgical/Interventional,False,True,False,True
NCT05007626,Near Horizontal Heterophoria in Chinese Children,Association of Axial Length and Refraction With Near Horizontal Heterophoria in Chinese Children,2017-01-29,2021,COMPLETED,,15081.0,ACTUAL,Other,China,Refractive Surgery,Refractive Surgery,Other/Unspecified,False,False,True,True
NCT05009407,CD160 Expression in Corneal Vessels,CD160 Ans Corneal Graft: Expression in Corneal Vessels,2021-04-21,2021,RECRUITING,,20.0,ESTIMATED,Other,France,Cornea & Ocular Surface,Cornea & Ocular Surface,Pharmacologic,False,False,False,True
NCT05009810,Efficacy and Safety of Astaxanthin in Volunteer With Refraction Errors,Efficacy and Safety of Astaxanthin in Volunteer With Refraction Errors,2021-08-15,2021,UNKNOWN,,180.0,ESTIMATED,Other,Missing/Not Listed,Refractive Surgery,Refractive Surgery,Other/Unspecified,False,False,True,False
NCT05010252,The Effect of Cycled Light on Premature Infants and Mothers,The Effect of Cycled Light on the Physiological and Visual Development of Premature Infants and the Mother's Sleep and Quality of Life,2021-04-16,2021,UNKNOWN,,320.0,ESTIMATED,Other,Taiwan,Retina,Retina (Other/Unclear),Behavioral/Service,False,False,True,True
NCT05010512,"Clinical Performance of Two Commercial, Daily Disposable Contact Lenses","Clinical Performance of Two Commercial, Daily Disposable Contact Lenses",2021-08-31,2021,COMPLETED,,112.0,ACTUAL,Industry,United States,Refractive Surgery,Refractive Surgery,Device/Hardware,False,False,True,False
NCT05011214,Comparison of Sedation by Esketamine and Sevoflurane,Comparison of Sedation by Esketamine and Sevoflurane for Short Ophthalmological Procedure in Children,2021-09-20,2021,UNKNOWN,PHASE4,60.0,ESTIMATED,Other,China,Cornea & Ocular Surface,Cornea & Ocular Surface,Pharmacologic,False,False,False,True
NCT05011708,I-DROP MGD Symptomatic Relief and Tear Film Stability,Examining Symptomatic Relief and Kinetic Stability of I-DROP MGD Eye Drops (LIME),2021-08-23,2021,COMPLETED,,10.0,ACTUAL,Industry,Canada,Cornea & Ocular Surface,Cornea & Ocular Surface,Device/Hardware,False,False,True,False
NCT05011747,Viscotrabeculotomy in Pediatric Glaucoma Following Cataract Surgery,Long Term Surgical Outcomes of Viscotrabeculotomy in Pediatric Glaucoma Following Cataract Surgery,2021-09-30,2021,UNKNOWN,,20.0,ESTIMATED,Other,Missing/Not Listed,Glaucoma,Glaucoma,Surgical/Interventional,False,False,True,True
NCT05011916,The Safety and Efficacy of KDR2-2 Suspension Eye Drops in the Treatment of Corneal Neovascularization,An Exploratory Clinical Study on the Safety and Efficacy of KDR2-2 Suspension Eye Drops in the Treatment of Corneal Neovascularization,2021-08-10,2021,UNKNOWN,PHASE1/PHASE2,60.0,ESTIMATED,Other,China,Glaucoma,Glaucoma,Pharmacologic,False,False,True,True
NCT05012033,Evaluation of High Dose Prednisolone Pharmacokinetics in the Acute and Chronic Setting,Evaluation of High Dose Prednisolone Pharmacokinetics in the Acute and Chronic Setting,2023-04-12,2021,RECRUITING,,120.0,ESTIMATED,Other,United Kingdom,Oculoplastics & Orbit,Oculoplastics & Orbit,Other/Unspecified,False,False,True,False
NCT05012358,Genomic Profiling of Mitochondrial Disease - Imaging Analysis for Precise Mitochondrial Medicine,Genomic Profiling of Mitochondrial Disease - Imaging Analysis for Precise Mitochondrial,2022-05-01,2021,COMPLETED,,9.0,ACTUAL,Other,United States,Retina,Retina (Other/Unclear),Other/Unspecified,False,False,True,True
NCT05012384,Effect of Vergence Exercises for Patients With Convergence Insufficiency After Concussion.,Effect of Vergence Exercises for Rehabilitation of Patients With Convergence Insufficiency as a Long-term Consequence of Concussion.,2021-07-01,2021,UNKNOWN,,100.0,ESTIMATED,Other,Denmark,Neuro-Ophthalmology,Neuro-Ophthalmology,Genetic/Gene therapy,False,False,True,False
NCT05013281,Suprachoroidal Hemorrhage Associated With Pars Plana Vitrectomy,Suprachoroidal Hemorrhage Associated With Pars Plana Vitrectomy,2010-01-01,2021,COMPLETED,,28.0,ACTUAL,Other,China,Retina,Surgical Retina,Surgical/Interventional,False,False,False,True
NCT05014269,Phacoemulsification in Patients With Corneal Opacities,Phacoemulsification in Patients With Corneal Opacities Using Slit Illumination of the Surgical Microscope,2015-01-01,2021,COMPLETED,,10.0,ACTUAL,Other,Missing/Not Listed,Cornea & Ocular Surface,Cornea & Ocular Surface,Surgical/Interventional,False,False,True,True
NCT05014386,AGV Implantation With Ologen in Pediatric Glaucomas,Ahmed Glaucoma Valve Implantation With Ologen Augmentation in Secondary Pediatric Glaucomas,2021-08-31,2021,UNKNOWN,,40.0,ESTIMATED,Other,Missing/Not Listed,Glaucoma,Glaucoma,Surgical/Interventional,False,False,True,True
NCT05014503,"A Computerized, Adaptive Therapeutic Gaming Approach Training Visual Perceptual Skills in Children With CVI","A Randomized Controlled Trial to Evaluate the Effectiveness of a Computerized, Adaptive Therapy Approach for Children With Cerebral Visual Impairment",2022-01-02,2021,COMPLETED,,73.0,ACTUAL,Other,Belgium,Comprehensive & Public Health,Comprehensive & Public Health,Other/Unspecified,False,False,True,False
NCT05015114,Prevalence and Factors of Sarcopenia and in Patients With Primary Sjogren's Syndrome,Prevalence and Factors of Sarcopenia in Patients With Primary Sjogren's Syndrome,2021-08-12,2021,COMPLETED,,50.0,ACTUAL,Other,Turkey (Türkiye),Cornea & Ocular Surface,Cornea & Ocular Surface,Other/Unspecified,False,False,True,False
NCT05015127,A Study to Evaluate the Efficacy and Safety of HBM9161 on Moderate to Severe Thyroid Eye Disease,"A Randomized, Double-blind, Placebo-controlled, Phase 2/3 Operational Seamless Design Clinical Study to Evaluate the Efficacy and Safety of HBM9161 Subcutaneous Injection in Chinese Patients With Active, Moderate to Severe Thyroid Eye Disease (TED)",2021-09-22,2021,UNKNOWN,PHASE2/PHASE3,36.0,ESTIMATED,Industry,China,Oculoplastics & Orbit,Oculoplastics & Orbit,Pharmacologic,False,False,True,True
NCT05015335,The Efficacy and Safety of Adalimumab in Non-infectious Anterior Pediatric Uveitis With Peripheral Vascular Leakage,"The Efficacy and Safety of Adalimumab for Inflammatory Flare Prevention in Non-infectious Anterior Pediatric Uveitis With Peripheral Vascular Leakage Compared With Methotrexate, a RCT Study",2021-08-19,2021,UNKNOWN,PHASE4,50.0,ESTIMATED,Other,China,Uveitis & Inflammation,Uveitis & Inflammation,Pharmacologic,False,False,True,True
NCT05015465,AS-OCT Study of Cornea and Tear Film Parameters in Juvenile SLE Patients,Anterior Segment Optical Coherence Tomography of Cornea in Patients With Child Onset Systemic Lupus,2020-07-01,2021,UNKNOWN,,140.0,ESTIMATED,Other,Egypt,Cornea & Ocular Surface,Cornea & Ocular Surface,Imaging/Diagnostics,False,False,True,True
NCT05016297,Efficacy and Safety of Baricitinib in Sjogren's Syndrome,"A Multi-center, Prospective, Open-label, Randomized Study to Explore Efficacy and Safety of Baricitinib in Active Primary Sjogren's Syndrome Patients",2022-07-14,2021,COMPLETED,PHASE2,90.0,ACTUAL,Other,China,Cornea & Ocular Surface,Cornea & Ocular Surface,Pharmacologic,False,False,True,False
NCT05016362,Medial Fat Pad Preservation in Upper Eyelid Blepharoplasty,Patient Satisfaction After Medial Fat Pad Preservation in Upper Eyelid Blepharoplasty,2020-12-24,2021,UNKNOWN,,50.0,ESTIMATED,Other,United Arab Emirates,Oculoplastics & Orbit,Oculoplastics & Orbit,Surgical/Interventional,False,False,True,True
NCT05016414,Countermeasures for Visual Impairment in Astronauts,Safe and Effective Countermeasures to Reduce Intracranial Pressure and Ameliorate Visual Impairment in Astronauts (STOP VIIP),2019-03-01,2021,COMPLETED,,10.0,ACTUAL,Other,United States,Comprehensive & Public Health,Comprehensive & Public Health,Other/Unspecified,False,False,False,True
NCT05016830,Bilateral Transcranial Direct Current Stimulation and Ocular Occlusion for Adults With Amblyopia,"Effect of the Combination of tDCS and Visual Occlusion Therapy on Visual Acuity, Contrast Vision and Depth Vision, in Adult Patients With Amblyopia",2019-11-05,2021,TERMINATED,,12.0,ACTUAL,Other,Chile,Pediatrics & Strabismus,Pediatrics & Strabismus,Device/Hardware,False,False,True,True
NCT05017142,Swiss Pediatric Inflammatory Brain Disease Registry (Swiss-Ped-IBrainD),Swiss Pediatric Inflammatory Bain Disease Cohort Study,2020-04-14,2021,RECRUITING,,500.0,ESTIMATED,Other,Switzerland,Uveitis & Inflammation,Uveitis & Inflammation,Other/Unspecified,False,False,True,True
NCT05017376,Evaluating the Effect of Optical Zones on Correction for SMILE: Vector Analysis,Evaluating the Effect of Optical Zones on Myopia and Astigmatism Correction in SMILE: Vector Analysis,2020-08-01,2021,COMPLETED,,140.0,ACTUAL,Other,China,Refractive Surgery,Refractive Surgery,Surgical/Interventional,False,False,True,False
NCT05017727,Closed-loop Oxygen Control in Ventilated Infants Born at or Near Term,Does Closed-loop Automated Oxygen Control During Mechanical Ventilation Reduce Hypoxic Events? A Randomised Controlled Crossover Study in Ventilated Infants,2021-10-05,2021,COMPLETED,,31.0,ACTUAL,Other,United Kingdom,Pediatrics & Strabismus,Pediatrics & Strabismus,Device/Hardware,True,False,False,True
NCT05017844,"[KSR-001-P02] Phase 2b/3 Study, Evaluate the Efficacy and Safety of KSR-001 in Patients With Dry Eye Syndrome","A Multicenter, Randomized, Double-blinded, Placebo-controlled, Parallel Phase 2b/3 Study to Evaluate the Efficacy and Safety of KSR-001 in Patients With Dry Eye Syndrome",2020-02-18,2021,COMPLETED,PHASE2/PHASE3,222.0,ACTUAL,Other,South Korea,Cornea & Ocular Surface,Cornea & Ocular Surface,Pharmacologic,False,False,True,False
NCT05017870,"[KSR-001-P01]Clinical Trial to Evaluate the Safety, Tolerability and Pharmacokinetic Characteristic of KSR-001","A Randomized, Double-blinded, Placebo-controlled, Dose-escalation Clinical Trial to Evaluate the Safety, Tolerability and Pharmacokinetic Characteristic of KSR-001 in Healthy Male Volunteers",2018-12-02,2021,COMPLETED,PHASE1,24.0,ACTUAL,Other,South Korea,Cornea & Ocular Surface,Cornea & Ocular Surface,Pharmacologic,False,False,True,False
NCT05018390,Impact of Osteopathic Manipulative Treatment on Pursuit Eye Movements in Healthy Human Adults,"Impact of Osteopathic Manipulative Treatment on External Lateral Ocular Pursuit, Measured in Healthy Human Adults: a Randomized, Double-blind, Controlled Study",2021-11-02,2021,COMPLETED,,201.0,ACTUAL,Other,France,General/Other,General/Other,Other/Unspecified,False,False,False,True
NCT05019521,A Study of Danicopan in Participants With Geographic Atrophy Secondary to Age-Related Macular Degeneration,"A Phase 2, Double-Masked, Placebo-Controlled, Dose Range Finding Study of Danicopan (ALXN2040) in Patients With Geographic Atrophy (GA) Secondary to Age-Related Macular Degeneration (AMD)",2021-08-23,2021,TERMINATED,PHASE2,365.0,ACTUAL,Industry,Australia|Canada|Czechia|France|Germany|Hungary|Italy|Japan|Latvia|Slovakia|South Korea|Spain|United Kingdom|United States,Retina,Medical Retina,Pharmacologic,False,False,True,True
NCT05019768,Topo-pachimetric Accelerated Epi-On Cross-linking Compared to Dresden Protocol Using Riboflavin With Vitamin E TPGS,Topo-pachimetric Accelerated Epi-On Cross-linking Compared to Dresden Protocol Using Riboflavin With Vitamin E TPGS: Results of a 2-year Randomized Study,2017-09-01,2021,COMPLETED,,41.0,ACTUAL,Other,Italy,Cornea & Ocular Surface,Cornea & Ocular Surface,Other/Unspecified,False,False,True,True
NCT05019807,Comparing the Compliance to Follow-up in Patients With Diabetic Macular Edema,"To Compare the Compliance, Knowledge/Awareness About Diabetes, Physical Activity, Diet Plan and Attendance in Patients With Diabetic Macular Edema",2020-12-18,2021,COMPLETED,,20.0,ACTUAL,Other,India,Retina,Retina (Other/Unclear),Other/Unspecified,False,False,False,True
NCT05020990,The Comparative Clinical Performance of Two Daily Disposable Toric Contact Lenses,The Comparative Clinical Performance of Two Daily Disposable Toric Contact Lenses,2022-04-01,2021,COMPLETED,,55.0,ACTUAL,Industry,United Kingdom,Refractive Surgery,Refractive Surgery,Device/Hardware,False,False,True,False
NCT05022004,A Therapeutic Equivalence Study in Subjects With Primary Open Angle Glaucoma or Ocular Hypertension,Therapeutic Equivalence Study of Generic Brinzolamide 1% Ophthalmic Suspension Compared to Reference Listed Drug Azopt® (Brinzolamide) Ophthalmic Suspension 1% in Subjects With Primary Open Angle Glaucoma or Ocular Hypertension.,2021-12-20,2021,COMPLETED,PHASE3,599.0,ACTUAL,Industry,India|Russia,Glaucoma,Glaucoma,Pharmacologic,False,False,True,True
NCT05022615,Comparing 3 Imaging Systems,Comparison of Standard and Ultrawide Field Imaging Systems,2021-09-29,2021,COMPLETED,,51.0,ACTUAL,Other,United States,Retina,Retina (Other/Unclear),Imaging/Diagnostics,False,False,True,True
NCT05022901,An Open-Label Expanded Access Study of the Melphalan/Hepatic Delivery System (HDS) in Patients With Hepatic Dominant Ocular Melanoma,An Open-Label Expanded Access Study of the Melphalan/Hepatic Delivery System (HDS) in Patients With Hepatic Dominant Ocular Melanoma,2022-06-10,2021,ACTIVE_NOT_RECRUITING,PHASE3,30.0,ESTIMATED,Industry,United States,Ocular Oncology,Ocular Oncology,Other/Unspecified,False,False,True,True
NCT05023304,In Clinic Optometrist Insertion of Dextenza Prior to Cataract Surgery,In Clinic Optometrist Insertion of Dextenza Prior to Cataract Surgery,2021-08-23,2021,COMPLETED,PHASE4,30.0,ACTUAL,Other,United States,Cataract & Lens,Cataract & Lens,Pharmacologic,False,False,True,True
NCT05024487,Prevention of Complications Due to Autonomic Dysreflexia in SCI Individuals,Risk Level Determination of Vascular Complications Due to Autonomic Dysreflexia in Spinal Cord Injured Individuals,2023-01-01,2021,UNKNOWN,,40.0,ESTIMATED,Other,Czechia,Retina,Retina (Other/Unclear),Imaging/Diagnostics,False,False,False,True
NCT05024695,Evaluate the Safety and Effectiveness of iSTAR Medical's MINIject™ Implant for Lowering Intraocular Pressure (IOP) in Subjects With Primary Open-angle Glaucoma.,"A Prospective, Multicenter Masked Clinical Trial to Evaluate the Safety and Effectiveness of the MINIject CS627 Implant in Subjects With Open Angle Glaucoma",2021-08-19,2021,ACTIVE_NOT_RECRUITING,,975.0,ESTIMATED,Industry,Canada|Switzerland|United Kingdom|United States,Glaucoma,Glaucoma,Device/Hardware,False,False,True,True
NCT05025345,Vision Performance Evaluation of TECNIS EYHANCE™ With TECNIS SIMPLICITY™ Compared to TECNIS® 1-piece Intraocular Lenses,Clinical Evaluation of the Vision Performance of TECNIS EYHANCE™ Intraocular Lenses With TECNIS SIMPLICITY™ as Compared to TECNIS® 1-piece Intraocular Lenses,2021-09-02,2021,COMPLETED,,228.0,ACTUAL,Industry,United States,Cataract & Lens,Cataract & Lens,Device/Hardware,False,False,True,True
NCT05026307,Corneal Topographic Changes After Pterygium Surgery,Corneal Topographic Changes After Pterygium Surgery,2021-06-15,2021,UNKNOWN,,25.0,ESTIMATED,Other,Egypt,Cornea & Ocular Surface,Cornea & Ocular Surface,Surgical/Interventional,False,False,True,True
NCT05026632,NPI-002 Intravitreal Implant for the Delay of Cataract Progression,Safety and Efficacy of NPI-002 Intravitreal Implant for the Delay of Cataract Progression in Patients Undergoing Vitrectomy,2022-01-27,2021,RECRUITING,PHASE1/PHASE2,30.0,ESTIMATED,Industry,Australia,Retina,Medical Retina,Pharmacologic,False,False,True,True
NCT05027087,The Effect of a Novel Blueberry Supplement on Dry Eye Disease,The Effect of a Novel Blueberry Supplement on Dry Eye Disease (PLUM),2021-09-09,2021,COMPLETED,PHASE3,68.0,ACTUAL,Industry,Canada,Cornea & Ocular Surface,Cornea & Ocular Surface,Other/Unspecified,False,False,True,False
NCT05027295,Accelerated Corneal Collagen Crosslinking for Keratoconus and Ectasia Using Pulse or Continuous UV-A Light,A Randomized Study to Evaluate the Safety and Efficacy of Corneal Collagen Crosslinking Performed With Continuous vs Pulsed UVA Light for Reducing Corneal Curvature in Eyes With Keratoconus and Post-refractive Corneal Ectasia,2021-07-30,2021,UNKNOWN,PHASE3,170.0,ESTIMATED,Other,United States,Cornea & Ocular Surface,Cornea & Ocular Surface,Pharmacologic,False,False,True,True
NCT05027997,Exploratory Study of Dipraglurant (ADX48621) for the Treatment of Patients With Blepharospasm,"Exploratory Phase 2a Randomized, Double-blind, Placebo-controlled Study of Dipraglurant (ADX48621) Immediate Release Tablets in Patients With Blepharospasm",2021-10-06,2021,COMPLETED,PHASE2,15.0,ACTUAL,Industry,United States,Oculoplastics & Orbit,Oculoplastics & Orbit,Pharmacologic,False,False,True,True
NCT05028270,Treatment of Intraocular Retinoblastoma,Clinical Study of Superselective Ophthalmic Artery Interventional Chemotherapy for Intraocular Retinoblastoma,2022-06-20,2021,UNKNOWN,,1600.0,ESTIMATED,Other,Missing/Not Listed,Ocular Oncology,Ocular Oncology,Surgical/Interventional,False,False,True,True
NCT05028491,The Influence of Meibomian Gland Expression on Corneal Aberrations in MGD Patients,The Effect of Meibomian Gland Thermal Massage on Corneal Aberrations in Meibomian Gland Dysfunction Patients,2020-10-01,2021,COMPLETED,,62.0,ACTUAL,Other,China,Cornea & Ocular Surface,Cornea & Ocular Surface,Other/Unspecified,False,False,True,True
NCT05028530,Correlation Analysis of Lens Nucleus Density and Surgical Parameters Based on Ss-oct and Scheimpflug Technology,Correlation Analysis of Lens Nucleus Density and Surgical Parameters Based on Long-range Swept-source Optical Coherence Tomography and Scheimpflug Technology,2021-10-01,2021,UNKNOWN,,53.0,ESTIMATED,Other,China,Cataract & Lens,Cataract & Lens,Surgical/Interventional,False,True,True,True
NCT05028712,Development of a Multi-sensory Rehabilitation Program for People With Ultra Low Vision,Development of a Multi-sensory Rehabilitation Program for People With Ultra Low Vision,2024-03-08,2021,RECRUITING,,36.0,ESTIMATED,Other,United States,Comprehensive & Public Health,Comprehensive & Public Health,Behavioral/Service,False,False,True,False
NCT05028790,Evaluating Contact Lens Optics,Evaluating Contact Lens Optics,2022-02-27,2021,COMPLETED,,16.0,ACTUAL,Other,United States,Refractive Surgery,Refractive Surgery,Device/Hardware,False,False,True,False
NCT05028894,23andMe IPF Research Study,23andMe Idiopathic Pulmonary Fibrosis Research Study,2020-06-05,2021,COMPLETED,,690.0,ACTUAL,Industry,United States,General/Other,General/Other,Other/Unspecified,False,False,True,False
NCT05028907,Evaluation of Lacrimal Punctal Changes by Anterior Segment Optical Coherence Tomography AS-OCT After Topical Combined Antibiotics and Steroids Treatment in Cases of Inflammatory Punctual Stenosis,Evaluation of Lacrimal Punctal Changes by Anterior Segment Optical Coherence Tomography AS-OCT After Topical Combined Antibiotics and Steroids Treatment in Cases of Inflammatory Punctual Stenosis,2020-11-15,2021,COMPLETED,PHASE4,64.0,ACTUAL,Other,Egypt,Cornea & Ocular Surface,Cornea & Ocular Surface,Pharmacologic,False,False,False,True
NCT05030103,Myopia Prevention With Reading Glasses,"An Open, Prospective Clinical Trial on the Use of Reading Glasses in Children to Prevent Myopia",2023-10-01,2021,NOT_YET_RECRUITING,,1500.0,ESTIMATED,Other,Liechtenstein,Refractive Surgery,Refractive Surgery,Device/Hardware,True,False,True,False
NCT05030337,Optimising Ventilation in Preterms With Closed-loop Oxygen Control,Does Closed-loop Automated Oxygen Control Reduce the Duration of Mechanical Ventilation? A Randomised Controlled Trial in Ventilated Preterm Infants,2021-09-05,2021,RECRUITING,,70.0,ESTIMATED,Other,United Kingdom,Pediatrics & Strabismus,Pediatrics & Strabismus,Device/Hardware,True,False,False,True
NCT05030714,Evaluation of a Novel Head-Mounted Device for Glaucoma Testing: A Proof-of-Concept Study,Evaluation of a Novel Head-Mounted Device for Glaucoma Testing: A Proof-of-Concept Study,2023-04-30,2021,NOT_YET_RECRUITING,,120.0,ESTIMATED,Other,Canada,Glaucoma,Glaucoma,Imaging/Diagnostics,False,False,True,True
NCT05031143,Suprachoroidal Triamcinolone Acetonide in Harada's Retinal Detachment,Suprachoroidal Triamcinolone Acetonide Injection A Novel Therapy for Serous Retinal Detachment in Vogt-Koyanagi Harada's Disease,2020-04-01,2021,COMPLETED,PHASE2/PHASE3,6.0,ACTUAL,Other,Egypt,Uveitis & Inflammation,Uveitis & Inflammation,Pharmacologic,False,False,True,True
NCT05031312,Inferior Oblique Myectomy Versus Anterior and Nasal Transposition of Its Tendon for Treatment of Superior Oblique Muscle Palsy,Inferior Oblique Myectomy Versus Anterior and Nasal Transposition of Its Tendon for Treatment of Superior Oblique Muscle Palsy,2019-11-01,2021,COMPLETED,,30.0,ACTUAL,Other,Egypt,Neuro-Ophthalmology,Neuro-Ophthalmology,Surgical/Interventional,False,False,False,True
